dt_abertura,dt_aprovacao,dt_resolucao,dt_fechamento,cod_problema,id_solicitante,id_departamento,id_diretoria
2021-08-13 07:46:38,2021-08-13 10:46:38,2021-10-25 10:46:38,2021-10-25 13:46:38,25,1010,56,6
2021-05-06 21:59:01,2021-05-08 15:59:01,2021-05-23 15:59:01,2021-05-25 09:59:01,25,1079,47,4
2022-01-28 00:00:03,2022-01-29 08:00:03,2022-04-25 08:00:03,2022-04-26 16:00:03,7,404,41,7
2022-04-20 10:32:21,2022-04-22 09:32:21,2022-07-16 09:32:21,2022-07-18 08:32:21,14,621,45,9
2020-02-25 18:24:56,2020-02-26 04:24:56,2020-04-11 04:24:56,2020-04-11 14:24:56,7,1045,47,9
2020-04-16 06:54:38,2020-04-16 21:54:38,2020-07-13 21:54:38,2020-07-14 12:54:38,78,612,56,6
2020-12-30 16:52:09,2021-01-01 13:52:09,2021-02-05 13:52:09,2021-02-07 10:52:09,45,2000,56,11
2021-03-22 10:15:57,2021-03-24 03:15:57,2021-05-31 03:15:57,2021-06-01 20:15:57,7,1093,49,2
2020-12-19 09:18:12,2020-12-20 12:18:12,2021-03-03 12:18:12,2021-03-04 15:18:12,25,1334,48,4
2020-05-20 09:35:09,2020-05-20 12:35:09,2020-08-01 12:35:09,2020-08-01 15:35:09,45,1901,47,2
2021-11-05 03:37:45,2021-11-07 00:37:45,2021-12-23 00:37:45,2021-12-24 21:37:45,7,1848,45,9
2020-06-01 22:13:33,2020-06-02 10:13:33,2020-07-07 10:13:33,2020-07-07 22:13:33,78,1832,45,7
2020-06-05 03:10:54,2020-06-06 03:10:54,2020-07-09 03:10:54,2020-07-10 03:10:54,45,1704,49,5
2021-11-20 05:32:08,2021-11-20 19:32:08,2022-02-05 19:32:08,2022-02-06 09:32:08,7,1866,49,7
2020-09-15 10:31:44,2020-09-15 23:31:44,2020-11-15 23:31:44,2020-11-16 12:31:44,14,612,45,9
2021-04-10 04:54:17,2021-04-10 16:54:17,2021-05-19 16:54:17,2021-05-20 04:54:17,45,1495,48,2
2020-02-14 23:13:55,2020-02-15 10:13:55,2020-03-31 10:13:55,2020-03-31 21:13:55,78,104,56,6
2020-03-12 10:40:04,2020-03-13 04:40:04,2020-05-10 04:40:04,2020-05-10 22:40:04,52,950,47,7
2021-05-18 21:33:51,2021-05-19 21:33:51,2021-08-02 21:33:51,2021-08-03 21:33:51,45,1682,49,5
2020-03-28 04:16:36,2020-03-29 13:16:36,2020-05-20 13:16:36,2020-05-21 22:16:36,45,1588,56,4
2021-03-31 17:32:37,2021-04-01 03:32:37,2021-04-03 03:32:37,2021-04-03 13:32:37,45,1509,55,4
2021-07-10 20:28:56,2021-07-12 12:28:56,2021-09-17 12:28:56,2021-09-19 04:28:56,45,1719,47,2
2021-08-05 07:05:20,2021-08-05 10:05:20,2021-09-27 10:05:20,2021-09-27 13:05:20,14,1383,55,2
2021-10-31 01:10:03,2021-11-01 12:10:03,2022-01-30 12:10:03,2022-01-31 23:10:03,45,446,49,11
2020-08-14 03:14:08,2020-08-14 23:14:08,2020-10-27 23:14:08,2020-10-28 19:14:08,25,281,56,9
2021-01-14 08:20:25,2021-01-16 06:20:25,2021-04-04 06:20:25,2021-04-06 04:20:25,14,911,41,7
2022-04-05 03:18:57,2022-04-05 08:18:57,2022-05-01 08:18:57,2022-05-01 13:18:57,3,1079,55,11
2021-10-02 02:24:10,2021-10-03 11:24:10,2021-11-24 11:24:10,2021-11-25 20:24:10,7,1566,45,2
2022-05-29 03:19:39,2022-05-30 12:19:39,2022-05-31 12:19:39,2022-06-01 21:19:39,52,656,41,6
2020-10-06 17:00:27,2020-10-07 04:00:27,2020-11-17 04:00:27,2020-11-17 15:00:27,14,1441,56,9
2020-09-21 01:27:00,2020-09-21 09:27:00,2020-10-23 09:27:00,2020-10-23 17:27:00,25,362,49,6
2020-09-28 23:03:32,2020-09-30 17:03:32,2020-12-11 17:03:32,2020-12-13 11:03:32,14,606,41,2
2020-05-02 16:09:13,2020-05-04 11:09:13,2020-07-27 11:09:13,2020-07-29 06:09:13,52,256,45,11
2021-08-17 06:17:07,2021-08-19 06:17:07,2021-10-31 06:17:07,2021-11-02 06:17:07,78,817,49,9
2021-01-09 02:47:08,2021-01-11 01:47:08,2021-04-09 01:47:08,2021-04-11 00:47:08,52,1222,55,9
2022-02-12 02:22:48,2022-02-12 10:22:48,2022-04-10 10:22:48,2022-04-10 18:22:48,45,1805,41,4
2020-08-10 07:48:56,2020-08-11 07:48:56,2020-09-02 07:48:56,2020-09-03 07:48:56,78,1025,47,4
2020-12-26 16:36:46,2020-12-27 15:36:46,2021-03-11 15:36:46,2021-03-12 14:36:46,52,1826,55,4
2021-12-17 08:54:54,2021-12-17 16:54:54,2022-01-11 16:54:54,2022-01-12 00:54:54,25,1330,45,4
2021-01-29 12:57:42,2021-01-29 20:57:42,2021-02-11 20:57:42,2021-02-12 04:57:42,25,606,45,9
2021-12-14 22:01:49,2021-12-16 22:01:49,2022-02-27 22:01:49,2022-03-01 22:01:49,3,883,49,9
2021-01-31 15:16:11,2021-02-01 11:16:11,2021-03-12 11:16:11,2021-03-13 07:16:11,52,1924,47,9
2020-01-15 14:21:42,2020-01-16 07:21:42,2020-04-04 07:21:42,2020-04-05 00:21:42,45,1090,45,5
2021-12-23 17:53:55,2021-12-25 02:53:55,2022-03-16 02:53:55,2022-03-17 11:53:55,25,751,55,9
2021-03-22 19:41:09,2021-03-23 00:41:09,2021-05-28 00:41:09,2021-05-28 05:41:09,7,879,55,9
2022-04-29 02:39:21,2022-04-29 19:39:21,2022-05-18 19:39:21,2022-05-19 12:39:21,3,1873,49,4
2020-09-02 09:45:30,2020-09-02 11:45:30,2020-10-31 11:45:30,2020-10-31 13:45:30,25,577,56,11
2020-04-24 17:46:17,2020-04-25 22:46:17,2020-07-16 22:46:17,2020-07-18 03:46:17,7,1602,56,5
2021-11-17 04:52:48,2021-11-17 07:52:48,2021-12-12 07:52:48,2021-12-12 10:52:48,45,276,56,6
2021-06-20 19:37:13,2021-06-22 10:37:13,2021-08-16 10:37:13,2021-08-18 01:37:13,78,394,49,4
2021-04-09 17:16:44,2021-04-09 21:16:44,2021-07-08 21:16:44,2021-07-09 01:16:44,78,814,48,11
2021-10-21 03:23:02,2021-10-23 03:23:02,2022-01-13 03:23:02,2022-01-15 03:23:02,3,864,41,11
2021-01-23 12:20:16,2021-01-24 20:20:16,2021-02-23 20:20:16,2021-02-25 04:20:16,7,1706,49,7
2021-12-10 16:04:25,2021-12-12 06:04:25,2021-12-26 06:04:25,2021-12-27 20:04:25,45,1893,45,2
2021-04-14 07:54:45,2021-04-15 02:54:45,2021-05-17 02:54:45,2021-05-17 21:54:45,7,297,48,9
2020-11-05 11:20:53,2020-11-06 11:20:53,2020-11-18 11:20:53,2020-11-19 11:20:53,78,1026,56,9
2021-08-20 14:24:14,2021-08-20 16:24:14,2021-08-28 16:24:14,2021-08-28 18:24:14,52,907,55,4
2022-01-20 15:18:09,2022-01-21 19:18:09,2022-04-12 19:18:09,2022-04-13 23:18:09,14,1621,49,2
2020-06-14 16:19:20,2020-06-15 20:19:20,2020-07-14 20:19:20,2020-07-16 00:19:20,45,352,45,2
2021-01-03 11:40:11,2021-01-04 02:40:11,2021-01-12 02:40:11,2021-01-12 17:40:11,3,671,45,9
2021-08-15 10:17:30,2021-08-17 08:17:30,2021-09-10 08:17:30,2021-09-12 06:17:30,52,785,41,11
2022-06-07 10:49:25,2022-06-08 06:49:25,2022-06-18 06:49:25,2022-06-19 02:49:25,52,1638,56,11
2021-07-11 14:58:03,2021-07-12 00:58:03,2021-08-30 00:58:03,2021-08-30 10:58:03,25,1472,45,11
2022-06-11 22:32:32,2022-06-12 18:32:32,2022-06-23 18:32:32,2022-06-24 14:32:32,52,449,48,7
2021-04-04 14:55:20,2021-04-04 18:55:20,2021-06-29 18:55:20,2021-06-29 22:55:20,45,1586,56,5
2021-04-03 15:00:02,2021-04-04 21:00:02,2021-04-24 21:00:02,2021-04-26 03:00:02,3,753,56,5
2020-02-04 01:58:03,2020-02-05 05:58:03,2020-03-06 05:58:03,2020-03-07 09:58:03,3,281,48,11
2021-09-06 20:42:28,2021-09-07 23:42:28,2021-10-11 23:42:28,2021-10-13 02:42:28,45,461,49,2
2021-03-02 09:22:14,2021-03-03 09:22:14,2021-04-05 09:22:14,2021-04-06 09:22:14,7,143,56,4
2020-01-13 13:54:51,2020-01-14 23:54:51,2020-01-20 23:54:51,2020-01-22 09:54:51,7,1539,49,4
2022-05-29 03:21:47,2022-05-30 22:21:47,2022-06-02 22:21:47,2022-06-04 17:21:47,78,381,49,9
2020-03-17 04:30:08,2020-03-18 15:30:08,2020-04-19 15:30:08,2020-04-21 02:30:08,45,1638,41,7
2022-02-10 15:20:08,2022-02-10 18:20:08,2022-04-27 18:20:08,2022-04-27 21:20:08,25,1472,47,7
2021-03-20 14:05:29,2021-03-22 01:05:29,2021-06-03 01:05:29,2021-06-04 12:05:29,7,330,48,7
2020-12-23 11:26:08,2020-12-25 04:26:08,2021-03-20 04:26:08,2021-03-21 21:26:08,3,269,49,2
2021-07-01 07:28:39,2021-07-02 11:28:39,2021-08-14 11:28:39,2021-08-15 15:28:39,78,1441,49,11
2020-12-06 05:04:52,2020-12-07 01:04:52,2020-12-14 01:04:52,2020-12-14 21:04:52,7,577,48,9
2020-10-22 08:38:04,2020-10-24 06:38:04,2020-11-10 06:38:04,2020-11-12 04:38:04,3,1472,55,4
2021-01-24 08:02:40,2021-01-24 14:02:40,2021-04-07 14:02:40,2021-04-07 20:02:40,45,884,47,9
2020-07-31 11:29:59,2020-08-02 07:29:59,2020-09-21 07:29:59,2020-09-23 03:29:59,45,621,47,6
2020-05-30 22:32:02,2020-05-31 19:32:02,2020-07-12 19:32:02,2020-07-13 16:32:02,25,243,47,9
2020-03-02 05:46:49,2020-03-03 14:46:49,2020-03-05 14:46:49,2020-03-06 23:46:49,52,316,49,4
2021-04-24 21:51:10,2021-04-25 04:51:10,2021-06-11 04:51:10,2021-06-11 11:51:10,7,1311,47,11
2021-11-15 19:04:48,2021-11-16 21:04:48,2022-01-19 21:04:48,2022-01-20 23:04:48,3,771,48,9
2020-02-21 19:55:12,2020-02-22 07:55:12,2020-02-28 07:55:12,2020-02-28 19:55:12,45,1301,56,11
2021-07-20 19:00:46,2021-07-22 07:00:46,2021-09-29 07:00:46,2021-09-30 19:00:46,25,879,49,11
2020-07-23 03:23:15,2020-07-23 13:23:15,2020-08-18 13:23:15,2020-08-18 23:23:15,25,1669,45,4
2020-05-20 00:24:57,2020-05-20 13:24:57,2020-06-19 13:24:57,2020-06-20 02:24:57,45,1508,47,9
2021-04-03 10:30:55,2021-04-03 23:30:55,2021-06-14 23:30:55,2021-06-15 12:30:55,14,1084,41,6
2021-05-22 12:58:19,2021-05-23 07:58:19,2021-08-20 07:58:19,2021-08-21 02:58:19,45,1992,56,5
2021-10-07 11:04:42,2021-10-08 08:04:42,2021-12-26 08:04:42,2021-12-27 05:04:42,3,1225,45,9
2020-09-29 20:20:12,2020-10-01 02:20:12,2020-10-06 02:20:12,2020-10-07 08:20:12,52,1441,49,7
2020-11-07 22:10:22,2020-11-09 20:10:22,2021-01-05 20:10:22,2021-01-07 18:10:22,52,362,47,11
2020-07-24 07:16:28,2020-07-25 12:16:28,2020-08-07 12:16:28,2020-08-08 17:16:28,14,1042,41,7
2022-04-17 22:34:44,2022-04-18 07:34:44,2022-04-22 07:34:44,2022-04-22 16:34:44,25,145,49,9
2021-07-22 08:09:27,2021-07-23 23:09:27,2021-08-31 23:09:27,2021-09-02 14:09:27,45,1669,47,6
2022-04-04 15:36:40,2022-04-06 15:36:40,2022-04-22 15:36:40,2022-04-24 15:36:40,25,493,49,6
2022-02-18 12:15:53,2022-02-19 02:15:53,2022-03-09 02:15:53,2022-03-09 16:15:53,52,1349,41,5
2021-02-27 08:33:22,2021-02-27 14:33:22,2021-05-17 14:33:22,2021-05-17 20:33:22,78,1126,47,5
2020-09-12 14:39:39,2020-09-13 11:39:39,2020-11-27 11:39:39,2020-11-28 08:39:39,14,605,41,5
2021-02-03 04:32:21,2021-02-05 04:32:21,2021-05-03 04:32:21,2021-05-05 04:32:21,52,1670,47,4
2022-01-18 12:35:21,2022-01-20 11:35:21,2022-03-29 11:35:21,2022-03-31 10:35:21,25,911,45,7
2021-04-03 11:40:15,2021-04-03 17:40:15,2021-05-31 17:40:15,2021-05-31 23:40:15,45,1181,48,4
2021-06-10 04:13:12,2021-06-10 23:13:12,2021-08-19 23:13:12,2021-08-20 18:13:12,45,771,55,11
2020-06-27 21:50:17,2020-06-28 14:50:17,2020-09-22 14:50:17,2020-09-23 07:50:17,25,1932,48,2
2021-12-28 12:39:35,2021-12-29 06:39:35,2022-01-16 06:39:35,2022-01-17 00:39:35,14,461,48,11
2020-04-26 23:21:50,2020-04-27 14:21:50,2020-06-06 14:21:50,2020-06-07 05:21:50,25,1815,45,11
2020-08-06 15:48:07,2020-08-08 13:48:07,2020-09-27 13:48:07,2020-09-29 11:48:07,45,1621,56,2
2020-12-16 11:31:32,2020-12-18 07:31:32,2021-01-02 07:31:32,2021-01-04 03:31:32,78,116,47,11
2021-09-09 08:34:28,2021-09-09 09:34:28,2021-09-15 09:34:28,2021-09-15 10:34:28,7,167,48,5
2022-05-15 18:07:14,2022-05-17 01:07:14,2022-07-30 01:07:14,2022-07-31 08:07:14,45,140,47,6
2021-07-22 05:04:57,2021-07-23 20:04:57,2021-10-18 20:04:57,2021-10-20 11:04:57,78,584,55,5
2020-05-20 06:44:07,2020-05-21 22:44:07,2020-07-22 22:44:07,2020-07-24 14:44:07,52,410,41,6
2021-09-04 22:48:22,2021-09-05 21:48:22,2021-09-24 21:48:22,2021-09-25 20:48:22,45,1916,48,6
2020-01-22 14:55:31,2020-01-22 21:55:31,2020-02-20 21:55:31,2020-02-21 04:55:31,14,1033,41,11
2021-02-14 19:43:50,2021-02-16 06:43:50,2021-03-07 06:43:50,2021-03-08 17:43:50,7,1873,45,6
2022-04-13 12:51:57,2022-04-14 01:51:57,2022-05-17 01:51:57,2022-05-17 14:51:57,7,330,56,7
2020-07-10 23:43:20,2020-07-12 12:43:20,2020-08-01 12:43:20,2020-08-03 01:43:20,45,1696,49,6
2021-12-07 11:39:08,2021-12-08 14:39:08,2022-02-04 14:39:08,2022-02-05 17:39:08,25,1685,56,11
2021-07-26 13:52:10,2021-07-26 14:52:10,2021-08-29 14:52:10,2021-08-29 15:52:10,78,1491,56,2
2021-02-11 06:05:09,2021-02-11 16:05:09,2021-05-09 16:05:09,2021-05-10 02:05:09,78,1301,56,5
2021-08-14 21:39:37,2021-08-15 04:39:37,2021-09-04 04:39:37,2021-09-04 11:39:37,3,985,49,6
2021-07-31 01:32:29,2021-07-31 17:32:29,2021-09-17 17:32:29,2021-09-18 09:32:29,78,864,48,4
2020-06-17 07:26:08,2020-06-18 06:26:08,2020-08-08 06:26:08,2020-08-09 05:26:08,3,1472,45,5
2020-12-29 05:30:45,2020-12-31 01:30:45,2021-02-07 01:30:45,2021-02-08 21:30:45,7,316,47,9
2022-01-02 09:55:55,2022-01-03 04:55:55,2022-02-18 04:55:55,2022-02-18 23:55:55,78,514,47,4
2020-02-08 20:59:12,2020-02-09 23:59:12,2020-03-23 23:59:12,2020-03-25 02:59:12,52,1527,49,2
2022-05-22 02:47:04,2022-05-23 17:47:04,2022-07-05 17:47:04,2022-07-07 08:47:04,52,1343,55,2
2021-05-24 12:57:38,2021-05-26 06:57:38,2021-08-22 06:57:38,2021-08-24 00:57:38,25,1067,55,7
2020-12-09 21:10:03,2020-12-11 07:10:03,2021-01-11 07:10:03,2021-01-12 17:10:03,45,295,55,2
2020-04-08 04:54:08,2020-04-10 00:54:08,2020-06-11 00:54:08,2020-06-12 20:54:08,78,1311,55,9
2021-12-22 05:08:54,2021-12-22 21:08:54,2022-02-04 21:08:54,2022-02-05 13:08:54,52,491,56,6
2021-04-14 10:27:59,2021-04-15 16:27:59,2021-04-20 16:27:59,2021-04-21 22:27:59,52,1570,45,2
2021-09-26 06:22:23,2021-09-27 06:22:23,2021-10-21 06:22:23,2021-10-22 06:22:23,7,844,56,7
2020-06-30 05:59:40,2020-07-01 18:59:40,2020-09-11 18:59:40,2020-09-13 07:59:40,25,1279,45,2
2020-08-05 03:15:54,2020-08-06 06:15:54,2020-08-10 06:15:54,2020-08-11 09:15:54,7,1704,45,2
2020-03-11 10:39:06,2020-03-12 05:39:06,2020-04-25 05:39:06,2020-04-26 00:39:06,3,1330,56,11
2020-02-27 19:22:08,2020-02-28 04:22:08,2020-04-29 04:22:08,2020-04-29 13:22:08,45,711,41,6
2021-04-17 19:32:03,2021-04-18 17:32:03,2021-06-05 17:32:03,2021-06-06 15:32:03,78,408,47,6
2022-02-04 06:22:38,2022-02-04 07:22:38,2022-02-16 07:22:38,2022-02-16 08:22:38,3,242,47,5
2020-06-29 09:17:08,2020-06-30 17:17:08,2020-09-16 17:17:08,2020-09-18 01:17:08,25,1883,45,9
2020-05-30 23:34:50,2020-05-31 23:34:50,2020-07-18 23:34:50,2020-07-19 23:34:50,78,1588,45,5
2020-12-30 17:58:47,2020-12-31 02:58:47,2021-01-11 02:58:47,2021-01-11 11:58:47,14,885,47,2
2022-04-15 01:11:25,2022-04-16 20:11:25,2022-06-20 20:11:25,2022-06-22 15:11:25,14,1465,41,9
2020-07-29 17:55:21,2020-07-29 18:55:21,2020-08-07 18:55:21,2020-08-07 19:55:21,52,1586,41,7
2021-08-26 17:46:01,2021-08-27 01:46:01,2021-09-08 01:46:01,2021-09-08 09:46:01,45,1807,49,6
2021-12-05 17:03:55,2021-12-06 02:03:55,2021-12-28 02:03:55,2021-12-28 11:03:55,14,1670,41,11
2021-07-30 08:18:43,2021-07-31 15:18:43,2021-08-15 15:18:43,2021-08-16 22:18:43,7,1042,41,7
2022-04-19 03:50:10,2022-04-19 13:50:10,2022-06-15 13:50:10,2022-06-15 23:50:10,78,1500,47,2
2021-10-13 02:10:41,2021-10-13 18:10:41,2021-11-20 18:10:41,2021-11-21 10:10:41,25,1424,56,6
2020-08-28 01:01:53,2020-08-29 13:01:53,2020-09-29 13:01:53,2020-10-01 01:01:53,7,1903,55,7
2021-10-06 12:00:59,2021-10-07 20:00:59,2022-01-04 20:00:59,2022-01-06 04:00:59,25,1784,56,2
2020-06-02 19:47:39,2020-06-04 01:47:39,2020-07-19 01:47:39,2020-07-20 07:47:39,25,1097,48,7
2022-01-30 04:10:48,2022-01-30 12:10:48,2022-04-12 12:10:48,2022-04-12 20:10:48,7,1468,45,9
2021-09-25 23:39:47,2021-09-26 06:39:47,2021-11-05 06:39:47,2021-11-05 13:39:47,78,1629,41,11
2021-03-10 13:28:07,2021-03-12 10:28:07,2021-05-13 10:28:07,2021-05-15 07:28:07,25,885,55,11
2020-02-20 19:45:06,2020-02-22 09:45:06,2020-03-29 09:45:06,2020-03-30 23:45:06,45,1063,41,11
2021-07-29 14:21:30,2021-07-30 14:21:30,2021-10-07 14:21:30,2021-10-08 14:21:30,14,1602,55,5
2020-12-03 12:24:04,2020-12-04 21:24:04,2021-02-08 21:24:04,2021-02-10 06:24:04,78,248,56,5
2021-11-19 18:31:11,2021-11-19 19:31:11,2022-02-01 19:31:11,2022-02-01 20:31:11,52,267,49,6
2021-11-21 19:27:48,2021-11-22 17:27:48,2022-01-21 17:27:48,2022-01-22 15:27:48,7,197,49,6
2021-01-01 18:55:02,2021-01-03 15:55:02,2021-03-30 15:55:02,2021-04-01 12:55:02,7,304,41,2
2021-07-17 09:54:57,2021-07-18 21:54:57,2021-10-05 21:54:57,2021-10-07 09:54:57,45,1045,48,2
2020-06-03 08:12:32,2020-06-03 22:12:32,2020-07-25 22:12:32,2020-07-26 12:12:32,78,1236,56,2
2021-07-24 15:14:24,2021-07-25 05:14:24,2021-08-18 05:14:24,2021-08-18 19:14:24,52,389,41,7
2022-04-25 19:09:31,2022-04-25 20:09:31,2022-06-03 20:09:31,2022-06-03 21:09:31,25,258,49,9
2021-07-11 04:19:49,2021-07-13 00:19:49,2021-09-21 00:19:49,2021-09-22 20:19:49,14,371,41,2
2020-04-04 01:28:16,2020-04-05 07:28:16,2020-04-14 07:28:16,2020-04-15 13:28:16,45,339,49,11
2021-09-10 11:43:19,2021-09-11 10:43:19,2021-10-27 10:43:19,2021-10-28 09:43:19,25,1807,45,7
2021-03-04 13:36:21,2021-03-06 13:36:21,2021-04-05 13:36:21,2021-04-07 13:36:21,25,1488,49,7
2020-10-21 20:34:34,2020-10-22 05:34:34,2020-10-26 05:34:34,2020-10-26 14:34:34,7,1349,47,2
2020-07-08 18:26:40,2020-07-10 07:26:40,2020-09-23 07:26:40,2020-09-24 20:26:40,25,1236,41,2
2021-12-07 09:05:33,2021-12-08 17:05:33,2021-12-13 17:05:33,2021-12-15 01:05:33,7,1232,41,5
2020-05-22 09:49:59,2020-05-23 08:49:59,2020-06-12 08:49:59,2020-06-13 07:49:59,52,348,48,11
2020-11-25 11:52:41,2020-11-27 07:52:41,2020-12-30 07:52:41,2021-01-01 03:52:41,25,1222,45,9
2020-02-03 04:15:50,2020-02-04 19:15:50,2020-04-09 19:15:50,2020-04-11 10:15:50,7,491,49,7
2020-03-19 13:42:13,2020-03-20 19:42:13,2020-04-12 19:42:13,2020-04-14 01:42:13,14,926,41,7
2021-06-02 02:07:22,2021-06-02 09:07:22,2021-07-28 09:07:22,2021-07-28 16:07:22,25,1201,49,2
2021-01-13 08:54:24,2021-01-14 18:54:24,2021-02-15 18:54:24,2021-02-17 04:54:24,7,911,45,5
2020-07-14 14:46:58,2020-07-14 17:46:58,2020-09-10 17:46:58,2020-09-10 20:46:58,78,1424,55,7
2022-05-27 00:59:34,2022-05-28 13:59:34,2022-06-11 13:59:34,2022-06-13 02:59:34,78,1792,41,7
2020-11-14 18:37:07,2020-11-16 13:37:07,2020-11-17 13:37:07,2020-11-19 08:37:07,25,487,41,11
2020-04-16 13:58:19,2020-04-18 02:58:19,2020-06-30 02:58:19,2020-07-01 15:58:19,52,308,56,4
2022-05-10 22:21:51,2022-05-11 05:21:51,2022-06-18 05:21:51,2022-06-18 12:21:51,3,133,56,7
2020-11-17 19:23:12,2020-11-19 15:23:12,2021-01-09 15:23:12,2021-01-11 11:23:12,14,978,45,5
2020-12-01 11:15:00,2020-12-02 23:15:00,2021-02-17 23:15:00,2021-02-19 11:15:00,52,1911,56,11
2020-12-27 22:49:14,2020-12-28 07:49:14,2021-03-04 07:49:14,2021-03-04 16:49:14,52,449,45,6
2021-05-25 09:35:17,2021-05-27 02:35:17,2021-07-03 02:35:17,2021-07-04 19:35:17,25,1483,47,5
2020-08-17 05:13:07,2020-08-18 06:13:07,2020-10-05 06:13:07,2020-10-06 07:13:07,14,251,48,5
2020-01-05 09:43:02,2020-01-07 04:43:02,2020-01-11 04:43:02,2020-01-12 23:43:02,3,277,47,4
2021-03-06 17:33:20,2021-03-08 14:33:20,2021-03-24 14:33:20,2021-03-26 11:33:20,14,1453,55,5
2020-08-12 18:21:32,2020-08-13 14:21:32,2020-08-25 14:21:32,2020-08-26 10:21:32,25,1845,41,7
2020-07-20 22:27:29,2020-07-21 01:27:29,2020-08-19 01:27:29,2020-08-19 04:27:29,7,1325,49,7
2022-04-19 04:41:32,2022-04-21 01:41:32,2022-05-04 01:41:32,2022-05-05 22:41:32,3,824,48,11
2021-01-24 09:03:57,2021-01-24 11:03:57,2021-03-22 11:03:57,2021-03-22 13:03:57,14,783,47,7
2020-09-28 01:43:28,2020-09-28 15:43:28,2020-12-05 15:43:28,2020-12-06 05:43:28,78,849,56,5
2020-06-19 18:21:05,2020-06-20 03:21:05,2020-08-20 03:21:05,2020-08-20 12:21:05,7,1423,55,5
2020-02-10 01:09:14,2020-02-11 18:09:14,2020-04-14 18:09:14,2020-04-16 11:09:14,3,1731,49,11
2020-07-23 17:58:51,2020-07-23 18:58:51,2020-10-16 18:58:51,2020-10-16 19:58:51,45,1758,47,6
2020-01-24 02:02:00,2020-01-25 21:02:00,2020-02-20 21:02:00,2020-02-22 16:02:00,45,189,55,11
2021-07-10 12:14:25,2021-07-11 19:14:25,2021-10-09 19:14:25,2021-10-11 02:14:25,14,961,48,4
2021-01-04 14:44:00,2021-01-05 20:44:00,2021-02-05 20:44:00,2021-02-07 02:44:00,78,1215,49,4
2021-05-17 23:04:31,2021-05-19 01:04:31,2021-08-17 01:04:31,2021-08-18 03:04:31,3,1093,45,11
2020-01-25 12:21:42,2020-01-25 18:21:42,2020-02-13 18:21:42,2020-02-14 00:21:42,3,1563,55,2
2020-09-27 16:22:10,2020-09-29 03:22:10,2020-12-24 03:22:10,2020-12-25 14:22:10,78,849,56,5
2021-02-16 05:37:05,2021-02-16 20:37:05,2021-03-16 20:37:05,2021-03-17 11:37:05,14,1992,47,9
2020-03-22 09:34:38,2020-03-23 17:34:38,2020-04-15 17:34:38,2020-04-17 01:34:38,3,327,48,5
2020-07-15 21:54:04,2020-07-17 06:54:04,2020-09-01 06:54:04,2020-09-02 15:54:04,3,1301,45,5
2021-10-15 22:32:50,2021-10-16 15:32:50,2022-01-12 15:32:50,2022-01-13 08:32:50,14,1916,45,5
2022-03-28 05:53:25,2022-03-29 08:53:25,2022-04-23 08:53:25,2022-04-24 11:53:25,25,1253,47,7
2020-06-25 13:09:12,2020-06-25 16:09:12,2020-07-13 16:09:12,2020-07-13 19:09:12,25,248,45,6
2020-04-08 17:36:56,2020-04-09 11:36:56,2020-06-08 11:36:56,2020-06-09 05:36:56,78,1737,55,7
2022-01-09 19:44:12,2022-01-11 00:44:12,2022-02-25 00:44:12,2022-02-26 05:44:12,78,1850,41,4
2021-11-27 08:54:41,2021-11-27 18:54:41,2021-12-23 18:54:41,2021-12-24 04:54:41,7,1735,55,5
2021-07-16 09:47:29,2021-07-18 05:47:29,2021-09-07 05:47:29,2021-09-09 01:47:29,52,1539,55,2
2022-03-08 06:53:53,2022-03-09 00:53:53,2022-05-09 00:53:53,2022-05-09 18:53:53,14,511,45,4
2020-06-18 09:49:42,2020-06-20 03:49:42,2020-07-23 03:49:42,2020-07-24 21:49:42,25,981,45,6
2021-12-03 03:59:01,2021-12-04 18:59:01,2022-01-03 18:59:01,2022-01-05 09:59:01,14,449,47,7
2022-02-21 16:28:05,2022-02-22 09:28:05,2022-04-21 09:28:05,2022-04-22 02:28:05,7,1784,56,4
2020-12-10 03:58:25,2020-12-12 02:58:25,2021-01-10 02:58:25,2021-01-12 01:58:25,25,755,48,9
2020-03-08 08:45:57,2020-03-08 19:45:57,2020-05-09 19:45:57,2020-05-10 06:45:57,7,550,45,11
2022-03-21 01:06:38,2022-03-22 15:06:38,2022-06-03 15:06:38,2022-06-05 05:06:38,25,1665,48,9
2021-04-13 13:35:38,2021-04-15 08:35:38,2021-05-28 08:35:38,2021-05-30 03:35:38,7,537,47,7
2021-12-12 13:03:47,2021-12-14 07:03:47,2021-12-22 07:03:47,2021-12-24 01:03:47,45,269,47,2
2020-02-18 09:22:49,2020-02-19 08:22:49,2020-04-03 08:22:49,2020-04-04 07:22:49,7,517,56,4
2020-04-04 11:44:08,2020-04-05 00:44:08,2020-05-22 00:44:08,2020-05-22 13:44:08,25,1025,55,5
2022-01-14 01:44:24,2022-01-15 15:44:24,2022-03-08 15:44:24,2022-03-10 05:44:24,25,574,47,5
2021-09-15 21:22:36,2021-09-16 18:22:36,2021-11-12 18:22:36,2021-11-13 15:22:36,3,1589,45,6
2021-10-24 04:37:57,2021-10-26 02:37:57,2021-11-19 02:37:57,2021-11-21 00:37:57,45,1465,56,9
2020-06-16 17:06:32,2020-06-17 05:06:32,2020-08-10 05:06:32,2020-08-10 17:06:32,14,1165,55,4
